text	labels
More Info	NOT
Gerhold walin internet enna be.godak slow	NOT
More details pls	NOT
Happy birthday dear	NOT
Una bata thuwakkuwe	NOT
Still no Bonus Data for February month...	NOT
Rampeta pori helei # Suvin Ranasinghe	NOT
No matter how hard you try, shattered glass can't be made whole again. :3 #justSayin	NOT
U r the worst am using Hilpert for 6 years no any benefits	OFF
congratulations this is superb..	NOT
Free loyalty data හම්බවුනේ නෑනෙ මාස දෙකක ඉදලා?? Sri Lanka Zemlak PLC	NOT
I like it	NOT
Gerhold free dena සිම් eka sale karana eka part time karanna barida apita	NOT
i have a issue on my connection.	NOT
no phone,internet nor Nikz tv. complain number 31788512	NOT
ඇයි යකෝ මන් 😂😂😂	NOT
It was fast when it started, now its slower than Broadband	NOT
yp	NOT
magenam wada	NOT
Deta on karoth 3g signel na chttak wath.	NOT
Keyphone	NOT
පීස් ලෙබ්සැක් ඇයි ඒම ආටල් ඩෙන්නෙ	NOT
dhan mekan deta ganda	NOT
Are these prices tax inclusive?	NOT
dan thiyana sim ekata oka valanguda	NOT
Wow Brilliant	NOT
Awurudu 10k use karapu postpaid ekath prepaid kala sathuta wadi kamata..	NOT
Ammo wena wasi epa.	NOT
Aswan wewa	NOT
Sim dektma awa ada	NOT
Ow machan	NOT
Done and waiting and waiting	NOT
Happy birthday gentleman	NOT
Done my best ... #AvuruduMuttiya #AvuruduLK	NOT
"This is not actually from Nokia it's from a company called ""HMD Global"","	NOT
they just have the rights to use Nokia brand name now.	NOT
And personally I think the new 3310 looks very ugly compared to the old one.	NOT
Rs990 Package ekata tax kiyak wadinawada kiyala kiyapan kauru hari,	NOT
hacker	NOT
Want to deactive brodband connection ...	NOT
1st comment	NOT
Nuwan Lasantha නෑනෙ මෙතන රිදී පදක්කම ගනිපු.ඒ කොල්ලා අපේ ගමේ	NOT
price eka wadi karala podak hari, unlimited dena	NOT
Ruwan Priyanka 0816278777 980580288v	NOT
Happy birthday legend 🎂🎁💐🍰👑	NOT
Chu karala nida ganin! Lol	OFF
Owa karanna kalin fiber connection eka hadala denna	NOT
den sathiyak wenawa ekekwath ewith haduwe ne,	NOT
maseta 500 kapanawa service and maintainance fiber kiyala, kisima therumak nethi bill hadala ewana boruwata hadanneth ne redda,	OFF
den call 10 wada gatha wedak unne ne	NOT
ragama technical manager ganan ganneth ne	NOT
mase anthimata bill ekanam ewai welawata.	NOT
Den Batz eka maha jara company ekak.	OFF
Ita wada hoai connection eka ain karan Lebsack ekata maru wenawa 😠😡	NOT
Data plan activate karnne kohomada.	NOT
Mobile eken activate karanakota phone eke sallivlinfa kapenne.vena kramayak nadda	NOT
Will there be enough Water left for the other living things on Earth?	NOT
Tissa Wewa Tissa Wewa is located in Anurdhapura and it was built by the ancient king Devanampiya Tissa.	NOT
Even though this artificial reservoir built in 3rd century BC it continues supply water to the Anuradhapura even today.	NOT
Painted Stork (Mycteria leucocephala) Painted Stork is a large wader in the stork family.	NOT
It is found in the wetlands.	NOT
They forage in flocks in shallow waters along rivers or lakes.	NOT
They immerse their half open beaks in water and sweep them from side to side and snap up their prey of small fish that are sensed by touch.	NOT
As they wade along, they also stir the water with their feet to flush hiding fish.	NOT
Source - wikipedia Leaky taps that drip at the rate of one drop per second can waste up to 10,000 liters of water each year.	NOT
Plan your water usage, reduce, reuse and recycle, lets save water for the future generations and other living things on Earth	NOT
කෝ යකෝ 🙄	NOT
Moments from the Sri Lanka vs Afghanistan match which Sri Lanka won by 4 wickets with 10 balls to spare. #LionsRoar #CWC15 via ThePapare.com	NOT
පාරිබෝගිකයාට ආතල්දෙන ඔබට ස්තූතියි.	NOT
Congratulation🇱🇰️	NOT
Data double කපන එක නවත්තපං හුත්තෝ.	OFF
තොපි data unlimited දෙන්නෙත් නෑ	OFF
1490 දීලා ගන්න 90GB දවස් 12න් ඉවර වෙනවා..	NOT
බලු වැඩ කරන්න එපා යකෝ හෙන ගහනව තොපිට🤬	OFF
Still not received the free extra gb - 0313123871 ,	NOT
i have paid 5000 on 10th of april this month,	NOT
Please check this and add extra gb to my account	NOT
Hi i want to shift the land line, Nikz tv, broadband connection to my new house.	NOT
I am in Negombo area.	NOT
How is the procedure	NOT
What about YouTube?	NOT
දැන්වීම සිංහලෙන් නුත් ආවනම් හොඳ ය් නෙ	NOT
Android version??	NOT
Ping එක වැඩී ඔය මගුලේ	OFF
aiiyoo..man SIM ekak gaththa..eka...4G ...	NOT
magey 3G phone ekata eka daanna ba...	NOT
Dan maaru karannath ba..	NOT
mokadda karanney	NOT
Mge sim eke signle thibath data wda krne nane...	NOT
coustmer care ekta katha kralath wdak une na...	NOT
mokda krne...aio	NOT
Congratulations maaliyo.....	NOT
Chinthaka Navodya Lankage Lets Gooo	NOT
How much Huawei y6praim	NOT
*Winning Team-Bangladesh	NOT
can you give 10GB pls	NOT
Mege Amma..	NOT
mee lowa inna hodama amma	NOT
aya wada kanak mee lowa nomatha	NOT
ayai mage lokaya ayai mage dawiyan	NOT
aya mata saama witama shakthiyak ayai mage amma Gimhani ❤️❤️❤️❤️❤️❤️❤️	NOT
මට බල්ලා දියංකො ගහෝල්ඩ්😢	OFF
🇦🇺 win	NOT
Now I bought 1Gb but free 1 Gb is not there??	NOT
මට 1gb ගන්න බැ කවුද ගත්ත කට්ටිය	NOT
Not only these days	NOT
Me redde raata niknut salli kapenwa yku.	OFF
😒😒 Mona reddakda daana crd eka udee weddi naha.	OFF
E madiwata data dammama kohe ynwada danna😠😠	NOT
Signal adu karala.vena kohevath nevei.me borella town ekatath 2 G .	NOT
Video thiya photo ekakvath balanna signal na.borella town ekata nathi signal gamata kohoma thiyeda.kapati haththa signal kat karala...	OFF
Ft Ft Ft Ft Ft Ft	NOT
1gb Ona aya inbox msg ekak danna	NOT
හා	NOT
Treasure keep your pocket Lebsack Hintz	NOT
Ei #811# amathanna kiyanne	NOT
❤️❤️❤️...👏👏👏...👍👍👍 Thank you Lebsack.	NOT
apith wish karanawa ape kollo tikata me parath cup eka genna jaya sri ,,,	NOT
Web family plus maget data kapenawa meka boruwak shit 🥵🤬	OFF
Cad ekak nadda meka ganna	NOT
ලංකාවේ තියෙන සන්නිවේදන සේවා වලින් ඉතාමත් පහත් තුච්ච නින්දිත පාරිභෝගික සේවාවක් තියෙන ආයතනයක් තමයි Zemlak එක.	OFF
මගේ 4G, Nikz Tv, Land line තුනම තියෙනවා.	NOT
දැනට සති දෙකක පමන ඉදලා වැස්සක් ආවොත් හරි පොඩි පින්නක් ගියොත් හරි මට 4G, Nikz Tv වලට සිග්නල් එන්නේ නෑ.	NOT
Phone එකෙන් කතා කරන්න බෑ Noise එනවා.	NOT
පිලිවෙලින් 2019-11-05/06/07 සහා 09 යන දින වල Reference number : 1-5388019284, 8-1040623353, 1-8078025861, 2-9202881111 යන අංක යටතේ පැමිණිලි යොමු කර ඇති නමුත් තවමත් එය විසඳීමට මොවුන් අපොහොසත් වී ඇත.	NOT
මේ සිද්දිය මට සිදු වූ දෙවෙනි අවස්ථාව මෙයයි.	NOT
ඉතාමත් පහත් සේවාවක් මා වෙත ලබා දීම සම්බන්දයෙන් ඔබට ස්තූතියි.	NOT
මේ ජාලයට ඔබත් අහුවෙන්න බලන් ඉන්නවනම් දැනගෙන අහු වෙන්න.	NOT
මට මේ සිදුවන අසාධාරණය තවත් අයෙක්ට නොකරන්න.	NOT
මොකද භාවිතා කලත් නොකලත් ඔබලා විසින් අය කිරීම් සිදු කිරීම නවත්වන්නේ නැති බැවින්ය.	NOT
මේ පිළිබදව වැඩක් වුනත් නැතත් මන් යා හැකි උපරිමයට යනු ඇත්	NOT
Lebsack service eken ahana prashna ain karanne khmd	NOT
Please remove night time data barrier.	NOT
Every month i'm gifting you'll more than 8GBs.	NOT
What is this heist ???	OFF
Extra GB ganna kalin thyna data tika use karanna onine.	NOT
Pereda indan complain krnwa 4G router eka weda na kyla.. ganan gannewath na.	NOT
Number eka illagaththa aaapu call ekakuth na.	NOT
Service anthimai..	NOT
mala jaraawak..	OFF
me palaweni paara nemei	NOT
Dane kooooo	NOT
ඕනෑම ජාලයකට Calls & SMS වගේම ඕනෑම වේලාවක Online යන්න දැන් රු.340ක් පමණයි.	NOT
Gerhold Super 340 මාසික පෙරගෙවුම් පැකේජය. රු.340ක් reload කර හෝ *340# අමතා අදම සක්‍රිය කරන්න!	NOT
You are the worst service ever,	NOT
I complaint last month regarding Loyalty Data because i didn't get any.	NOT
So, you just send a reference number and told me the complaint is already made.	NOT
So far nothing happened.	NOT
no one called me or nothing solved.	NOT
And for this month same, no loyalty data	NOT
අදුරු පැලේ රෑ තනියම සුසුම් හෙලන.	NOT
අම්මා පැන් වෙනුවට සැමදා උනු කදුලැලි බොන අම්මා	NOT
බත්හැලියේ දංකොඩයෙන් කුස පුරවන අම්මා බුදුවෙන්නට පෙරුම් පුරන බෝසත් මගෙ අම්මා	NOT
උනු ලේ ටික කිරි කරලා මට පෙව් මගෙ අම්මා	NOT
ඇගේ ලැමදෙ සුව යහනේ මා සැතපූ. අම්මා	NOT
ඇගෙ කදුලින් මගේ දෙතොලේ සිනා තැබූ අම්මා	NOT
බුදුවෙන්නට පෙරුම් පුරන බෝසත්මගෙ අම්මා	NOT
නිමානොවන සෙනෙහස ගග උල්පත මගෙ අම්මා	NOT
හිරුට හොරෙන් ගෙයි දැල්වෙන මිනි පහනයි අම්මා	NOT
බුදුවෙන්නට පෙරුම් පුරන බෝසත් මගෙ අම්මා 💖💖💖💖	NOT
Done #Gerholdsrilanka	NOT
Poor network connectivity	NOT
Team Kokis	NOT
හිල්පර්ට් LOVE	NOT
This is really useful Batz.	NOT
got my gift thank u	NOT
අනේ පලයන් යන්න 😣	OFF
AMEEN....Ya ALLAH Recvr tis baby soon....protect tis baby.....AMEEN.....AMEEN...	NOT
Link is not working	NOT
Hi Batz, I am not received any bonus data?	NOT
Browser eke YouTube web eken balanna puluwanda me package eken or YouTube app only?	NOT
4g signal නෑ	NOT
හොදට මතකයි	NOT
මෙවට සිග්නල් නතුව සිම් අරන් වැඩක් නෑ....	NOT
Challenge eka gahalath data denna welawakat	NOT
Internet speed is very slow.(Lebsack broadband 4G)🤑😇	NOT
Mata prasnayak tynawa ekata wisadumak ona si or madem.man	NOT
බුදු සරනයි🙏🙏	NOT
Added extra GB (3GB) yesterday and it was finished within 5mins.	NOT
Sri Lanka Zemlak PLC can you explain what’s going on and Your hotline 2211 or 0122112211 not working from yesterday.	NOT
How to Activate	NOT
ඩේටා වැඩ නෑ	NOT
okkoma boru 345 dammama utibe ferry kiyanawa	OFF
ko itin	NOT
Boru karanne.	OFF
Mage incoming nathuwa Dan thathiyakatath wadi.	NOT
Yanthan eeye thamai customer care eken answer kare sathiyakata passe.	NOT
Connection eke prashna naha lu.	NOT
Habai incoming enne naha.	NOT
Out going thiyanawa.	NOT
Mage wena contact number ekak illagaththa call back karannam kiyala.	NOT
Dan wanathuruma naha call back kare.	NOT
Math win kala godak thank you Gerhold	NOT
Balanna deyak ne bro....	NOT
Iit free but it mention 350 + tax	NOT
Mage telegram walata kapeno ne	NOT
රවුටරේ කැඩිලා මාස තුනක් අන්තිමට රවුටරේ මල්ලි සෙල්ලම් කරනවා	NOT
බිල්.ගෙවනවා service charge එක අන්තිමයි🔥	NOT
මම ඉන්නේ නුගේගොඩ .	NOT
Lebsack Tv connection එකක් තියෙනවා .	NOT
ගොඩාක් දවසට හවසට tv බලන්නම බැහැ .	NOT
Especially මේ දවස්වල news clear නැහැ .	NOT
ගොඩාක් ඉරි දුවනවා .	NOT
මොකක්ද කරන්න ඕන	NOT
මෙ මං මෙ සිමි එක ගත්තේ ඊයේ මොනා හරි බලන්න යද්දීඩෙිටා පේන්නේ නැහැ ඉතල එනවා යනවා 😅	NOT
slow connection to colombo also.	NOT
