,Sentence,Hate_speech,Sentiment,Humor,Billing or price,Customer service,Data,Network,Package,Service or product,None
235,"කියන්නෙනම් Unlimited Internet, Max Speed කියල ඒත් පට්ටම Slow....",Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
236,ඒගැන call Center තුන් වතාවක් අරගෙන Complaints දැම්මත් කිසිම වැඩක් නෑ... කිසිම වගකීමක් නැති Network එකක්..,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
237,3G පැකේජ් එකේ Speed එක 1mbps වත් එන්නේ නෑ කිව්වම එහෙනම් 4G පැකේජ් 1ක් දාගෙන බලන්නලු...,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
238,අන්තිමට කිව්ව වැඩ කරන දවස් 3ක් ඇතුලත Technical Department එකෙන් කෝල් කරාවි කියල දෙවැනි තුන්වැනි වතාවට කෝල් කරාම .,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
239,"අන්තිමට Data පැකේජ් Active කරපු සල්ලි ටිකයි, කෝල් සෙන්ටර් කෝල් කරන්න ගියපු සල්ලි ටිකයි නාස්තිඋන එක විතරයි උනේ.",Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
240,Done hopefully waiting ❤❤❤❤❤ #PuzzleWithBatz #lka #Batz,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
241,Customer care service not good so bad your sarvise🤬😡😡😡😡😡😡😡😡😡,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
242,Fiber Connection ගත්ත දවසේ ඉදන් repair,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
243,Repair ආවත් කමක් නෑ හදලා දෙනවා නම්..,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
244,Free data use කරන්න වෙන්නේ ඉතින් 🤐🤐🤐🤐🤐🤐🤐🤐,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
245,Nuwanga Shachin karamu? 🤔,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
246,Trying to reach Batz to fix an issue. Have not been successful till now.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
247,pake liveda bng me,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
248,fb whatasapp you tube massenger Pack eka gahala tiyeddith fb whatsapp ynna data onada,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
249,නොදකින් Lebsack,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
250,Only Nikz tv customers,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
251,"No chance,fake",Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
252,komath mesarith perathida thamai yanee kela enda,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
253,340 monada teyana dawal???,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
254,Answer number 4,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
255,Your customer service has gone bad to worse where we have to call someone who works at Batz personally to get to know what is going on.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
256,No reply to calls fb messages or anything.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
257,hariyata haduwama mukuth denawada?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
258,Batz 2012 idan wage use karanne. awrudu 8k customer kenekta loyalaty data GB 6.1 ekada hamba wenne ?,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
259,Free service,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
260,Good service.,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
261,2 tama 99 Mata tama,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
262,My lovely hubby ... 💓💓💓💕💕💕💟💟💟👍👍👍,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
263,blue dash shift,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
264,Yesterday I requested for a package upgrade and got the reply from Batz on messenger that it’s impossible due to my connection having a Fibre upgrade request pending in the system when in fact Batz had already informed me that they cannot provide Fibre due to distance being more than maximum allowance.,Not offensive,Neutral,Non-humorous,1,0,0,0,1,1,0
265,I am sure that they kept the request pending in the system isn’t my fault.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
266,When will they remove the request from the system as they’ve already responded negative and I don’t want Fibre anymore?,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
267,What can I do to get my package upgraded to Web Family Xtra?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
268,My details are already in your inbox from yesterday Sri Lanka Zemlak PLC.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
269,"If I do not get the upgrade, I regret to inform you that I will be forced to reconsider keeping Batz as my ISP, despite being a broadband customer for more than 10 years.",Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
270,ඉක්මනින් විසදුමක් දෙන්න..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
271,Fc book anlimetad deta pak nadda,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
272,Munge baila thamai apita onekarana sinduwa thiyenawada kiyala ahapuwahama ane eka thawama listeke nane kiyanawa.................?,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
273,ඔයාලගෙ ඩෙටා වල ගෑටලු තියනවා,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
274,අනේ මේ නිකං මිනිස්සු රවට්ටන්නේ නැතුව හිටපන්ල.,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
275,යකෝ මේ rs 50 දාන්න සල්ලි තියෙනවා නම් උඹලගෙ පයියෙ රුපියල් 15 ඕනි නෑ.,Abusive,Negative,Non-humorous,1,0,0,0,0,0,0
276,Lebsack විතරයි යකෝ මිනිස්සුන්ට Sudantha දුන්නේ.,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
277,Gerhold හුත්තෙ network එකක්...,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
278,Ela MaHasitha aiya,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
279,did a Huge MISTAKE accepting free fibre connection.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
280,"now i have NO connection for ONE WEEK complained for the 4th time, everytime after complaining i get a sms after few hours ""Batz attended to the complaint"". F U.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
281,Bindu bindu taru mal vele,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
282,Veri nice Lebsack,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
283,ලංකාවේ පළමු වරට දැන් All in One පෙර ගෙවුම් පැකේජ Gerhold Super Series සමගින්.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
284,සතියටම හෝ මාසෙටම ඔබේ Pocket එකට සෙට් වෙන පෙර ගෙවුම් පැකේජ ඔබේ Smartphone එකටත්.,Not offensive,Positive,Non-humorous,0,0,0,0,1,0,0
285,"ඕනෑම ජාලයකට Call සහ SMS වගේම ඕනෑම වෙලාවක Online යන්න, Any-net Calls සහ Anytime Data සමගින්.",Not offensive,Positive,Non-humorous,0,0,0,0,1,0,0
286,*340# අමතා හෝ Gerhold Self-Care App එක මගින් ද Activate කර ගත හැක.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
287,වැඩි විස්තර සඳහා මෙම Link එක Click කරන්න > https://buff.ly/2BXa0Xy,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
288,Inbox us the answer along with your prepaid mobile number and stand a chance to Win yourself a Rs. 500 worth of Reload during this season.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
289,(T&C Apply) #mCompetitions More Info - http://Bartell.lk/free-reloads,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
290,ඩේටා නම් දෙනවා ඒත් මොනවට කැපෙනවද දනේ දෙයියෝ තමයි..😄😄😄😄,Not offensive,Conflict,Humorous,0,0,1,0,0,0,0
291,Mage jewithe ආදර්ශය mage amma,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
292,Samsung galaxy A50 ocean blue 2019,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
293,Reload වලින් විතරද active වෙන්නේ.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
294,අපේ account balance එකෙන් අය වෙන විදියට 678 sms කරලා active කරගන්න බැරිද,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
295,Signal nane yako redde Gerhold eke,Hate-Inducing,Negative,Non-humorous,0,0,0,1,0,0,0
296,Paid more and migrated to fibre line.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
297,Having issues more often.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
298,Complained 24th still no response.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
299,Remind so many times but no action.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
300,Do not recommend fibre to any poor citizen.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
301,"Be careful, do not get caught.",Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
302,only for Bakamunatada?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
303,LOYALTY DATA NOT RECEIVED 3RD TIME COMPLAINING 🖕,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
304,Liar,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
305,Is this giving only new customers 🤔,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
306,"Very Bad customer care and service, even in this they don’t have reviews because they know they doesn’t have good reviews,",Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
307,"come to my point, last 07 month you guys send me bill for Batz Nikz TV which is not use by me.",Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
308,I have complained more than 10 times to call your customer service via 2211.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
309,But still I didn’t get any feedback or response from you.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
310,I have stopped to pay my bills since this.,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
311,"Also i have all the recordings how your guys response, once i call customer care.",Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
312,If you not sort out this issue i am gonna go to highest place where i can.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
313,I never recommend Batz again with any client.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
314,Router eka weda karanne complain 2k dala tiyenne kawadda hadala denne dannam thiththa wela thiyenne,Not offensive,Negative,Non-humorous,0,1,0,0,0,1,0
315,මයි ලෙබ්සැක් ඇප් එකේ රෙජිස්ටර් නැති උන් ඉන්බොස් මැසෙජ් එකක් දාපන් 500mb අරන් දෙන්නම්😎😎,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
316,Congratulations for the award winners,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
317,Lebsacke wala salli data karanne kohomada,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
318,mage Facebook package aka wada karanne na,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
319,salli nam kapuna,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
320,Thank s great Gerhold,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
321,😍😍😍really excellent,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
322,Okunta 4g hadane kiwa thama naa,Abusive,Negative,Non-humorous,0,0,0,1,0,0,0
323,mun ewaba setting waradi,Abusive,Negative,Non-humorous,0,1,0,0,0,0,0
324,Mama setting dala aith 4g hada gaththe,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
325,Melo deyak therena oke ine ewnta,Abusive,Negative,Non-humorous,0,1,0,0,0,0,0
326,An excellent production.,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
327,Very emotional,Not offensive,Conflict,Non-humorous,0,0,0,0,0,0,1
328,3g phone valata barida....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
329,How can do thiss,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
330,Price,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
331,Thnx Gerhold,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
332,ඩේ ටයිම් ඩේටා වැඩි කරන්න පුලුවන් ද,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
333,ඔයිට වඩා සතුටුවෙයි අපි 🙏,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
334,Act bid 11000,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
335,T Chalani Nirodha,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
336,Mi harak,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
337,Gerhold srilanka Poor customer service Facebook whatsapp viber,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
338,My loyalty data amount is not increasing monthly as promised.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
339,Can you please look into this?,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
340,Ape adarsha pataya,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
341,Gerhold coverage madi,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
342,can you give telegram unlimited package,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
343,Thank you Lebsack 😍,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
344,super expirience maximum use 😊,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
345,Sadu🙏🙏🙏🙏,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
346,correct answer is 18 #Batz #lka #PuzzleWithBatz,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
347,𝓜𝓫 100 𝔀𝓮𝓭𝓪𝓴 𝓽𝓱𝓲𝔂𝓮𝓭𝓪,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
348,Congratulations lions 🔥🔥🔥,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
349,Nomile denawa nn hariyata bandwidth eka denna.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
350,Nattan kamak na ape data tikama use karann.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
351,Nomile denawa kiyala namata one na,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
352,Oyala apita nil manik denna kalin signal hariyata dennako...,Not offensive,Negative,Humorous,0,0,0,1,0,0,0
353,pemwatiyata dial tune dennath hariyata signal dennako...,Not offensive,Negative,Humorous,0,0,0,0,0,1,0
354,Hilpert rechage link eken recharge karama time passcord eka ai en natte phone num ekata confirm karanna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
355,Apita lagdi idn signal nehne,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
356,Is this available today,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
357,Congratulations Suvin and nuwan,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
358,Rejected why??,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
359,I made a payment of Rs.3000 but didn't get Data.,Not offensive,Negative,Non-humorous,1,0,1,0,0,0,0
360,Miss you sajith Suranga...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
361,Get well soon brother ....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
362,apitath oniiii welimadata attack show akak,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
363,බින්දු බින්දු තාරකා කදුළු මල් විලෙ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
364,Gerhold has very good Internet plans.,Not offensive,Positive,Non-humorous,0,0,0,0,1,0,0
365,But Gerhold usage is very difficult because signal is very very weak.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
366,"Spiderman, spiderman where the hell is spiderman?",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
367,Booooo. Booooo👎👎👎👎👎👎👎👎👎👎👎👎,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
368,මගුලට තමා data add කරන්න වෙන්නේ...,Abusive,Negative,Humorous,0,0,1,0,0,0,0
369,රටේ පවතින තත්ත්වය ගැන දැනගන්න tv වැඩ කර්න්නේ නැහැ...,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
370,රටේ මේ තියෙන තත්වය ඇති වෙන්නත් කලින් report කලේ..,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
371,ගෙදරට එන පාර ඔක්කොම අහගෙන විනාඩි 10න් එනවා කිව්වා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
372,ඊට පස්සේ දවසෙම call කලා phone වැඩ කරන්නේ නැහැ...,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
373,Data add කරන්න ඕනි ........ 🖕,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
374,Add කර්න්නේ customer service superb කියලා 🖕🖕🖕,Not offensive,Positive,Non-humorous,0,1,0,0,0,0,0
375,Telephone line එක වැඩ කරන්නේ නැහැ...,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
376,Corona හැදුනත් අදාල අංශ වලට දැනුම් දෙන්න වෙන්නේ නැහැ වෙන network use කරන්නේ නැත්නම්..,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
377,මේ මගුල ගලවගෙන ගෙනියලා බටපොල ඇන්ටනා එකක් ගෙනල්ලා හයි කරලා දීපල්ලා.. 🖕🖕,Abusive,Neutral,Humorous,0,0,0,0,0,1,0
378,කලින් පෝස්ට් එකකට comment කරාම කිව්වා inbox කරන්න කියලා contact nmbr ඒක,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
379,දවස් දෙකක් වෙනවා inbox කරලා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
380,අද වෙනකන් seen කරලවත් නැහැ...,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
381,Not login app,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
382,Congratulations Dr. nimal,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
383,Requested the connection almost two years ago....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
