post_tokens,toxic_tokens,post_label
"['who', 'classroom', 'edition', '<number>', 'jackee', '<number>', 'me', '<number>', 'si', 'ching', 'chong', '<number>', 'junel', '<number>', '2', 'nd', 'to', 'the', 'last', '<number>', 'hmm', 'richardd', '<number>', 'hmm', '<number>', 'sanchez', '♡', 'for', 'questions']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'fred', 'couldnt', 'renew', 'his', 'mind', 'enough', 'god', 'almighty', 'snapped', 'his', 'neck', 'without', 'violence', 'u', 'want', 'do', 'that', 'again']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['guilty', 'white', 'hoe', 'ass', 'retarded', 'bad', 'female', 'cops']","[0, 1, 1, 0, 1, 0, 0, 0]",offensive
"['altright', 'is', 'not', 'limited', 'to', 'whites', 'those', 'dems', 'are', 'also', 'going', 'to', 'be', 'pushed', 'into', 'embracing', 'their', 'white', 'identity', 'altright', 'is', 'the', 'most', 'reality', 'aligned', 'political', 'movement', 'and', 'so', 'it', 'will', 'become', 'the', 'new', 'right', 'and', 'displace', 'the', 'uniparty']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'there', 'should', 'be', 'no', 'little', 'mohadishu', 'in', 'america', 'deport', 'illegal', 'muslims', 'assimilate']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['too', 'many', 'sand', 'niggers', 'in', 'london']","[1, 1, 1, 1, 1, 1]",hatespeech
"['<user>', 'there', 'you', 'are', 'we', 'baited', 'the', 'libtards', 'few', 'weeks', 'back', 'i', 'have', 'een', 'suspended', 'from', 'twatter', 'for', 'calling', 'minaj', 'a', 'ghetto', 'whore']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",hatespeech
"['i', 'like', 'when', 'they', 'pretty', 'and', 'ghetto', 'type', 'of', 'bitch', 'that', 'don', '’', 't', 'even', 'say', 'hello']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'they', 'did', 'nazi', 'that', 'coming']","[0, 0, 0, 1, 0, 0]",offensive
"['<user>', '<user>', 'do', 'not', 'copy', 'tweets', 'from', 'your', 'jihadi', 'brothers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['mudsharks', 'gonna', 'mud', 'for', 'dat', 'nigger', 'muhdik']","[1, 0, 0, 0, 0, 1, 0]",hatespeech
"['<user>', '<user>', '<user>', 'this', 'white', 'guy', 'claims', 'to', 'be', 'a', 'paster', 'of', 'gid', 'yet', 'he', 'promotes', 'a', 'civil', 'war', 'against', 'blacks', 'what', 'a', 'shame']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['that', '’', 'why', 'i', '’', 'm', 'so', 'over', 'moen', 'at', 'this', 'point', 'not', 'really', 'moen', 'just', 'these', 'old', 'ass', 'great', 'uncle', 'looking', 'ass', 'women']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",offensive
"['she', 'entitled', 'to', 'her', 'opinion', 'just', 'like', 'i', 'am', 'entitled', 'to', 'think', 'that', 'two', 'digit', 'iq', 'ghetto', 'trash', 'should', 'not', 'be', 'able', 'to', 'sit', 'in', 'congress', 'no', 'matter', 'how', 'gerry', 'curl', 'mandered', 'a', 'district', 'might', 'be']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['boy', 'scouts', 'and', 'girl', 'scouts', 'have', 'really', 'been', 'good', 'for', 'american', 'youth', 'brownies', 'is', 'the', 'girls', 'club', 'before', 'girl', 'scouts', 'or', 'was', 'why', 'mess', 'with', 'success', 'why', 'let', 'the', 'damned', 'queers', 'ruin', 'the', 'land']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",hatespeech
"['i', 'thought', 'i', 'was', 'bitchy', 'towards', 'you', 'because', 'i', 'was', 'pmsing', 'but', 'turns', 'out', 'i', 'really', 'fucking', 'hate', 'you', 'now']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['really', 'saddam', 'kept', 'that', 'shit', 'hole', 'from', 'completely', 'imploding', 'bolton', 'is', 'a', 'goon', 'moron', 'and', 'the', 'rest', 'of', 'the', 'bush', 'administration', 'had', 'no', 'clue', 'what', 'was', 'going', 'on', 'over', 'there', 'on', 'the', 'ground', 'bolton', 'enabled', 'neocons', 'with', 'his', 'retarded', 'cowboy', 'attitude', 'even', 'if', 'you', 'actually', 'believe', 'he', 'wasn', 't', 'one', 'himself']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'why', 'are', 'you', 'gay']","[0, 0, 0, 0, 0, 1]",offensive
"['uhm', 'niggers', 'will', 'always', 'have', 'ghettos', 'check', 'out', 'africa', 'the', 'dankest', 'ghetto', 'in', 'the', 'world']","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",hatespeech
"['to', 'write', 'about', 'leftism', 'without', 'mentioning', 'jews', 'is', 'as', 'absurd', 'as', 'writing', 'about', 'milk', 'but', 'not', 'mentioning', 'cows', 'yet', 'it', 'done', 'all', 'the', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['who', 'are', 'u', 'faggot', 'why', 'are', 'u', 'in', 'my', 'group', 'running', 'ur', 'mouth', 'like', 'i', 'give', 'a', 'shit', 'oh', 'wait', 'random', 'boomer', 'oh', 'shit', 'lol', 'how', 'did', 'u', 'wander', 'into', 'my', 'group', 'u', 'drooling', 'retard']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",hatespeech
"['beasts', 'always', 'confuse', 'nice', 'with', 'cowardice', 'we', 'have', 'a', 'higher', 'threshold', 'than', 'inbred', 'arabs', 'and', 'therefore', 'tear', 'hell', 'when', 'that', 'is', 'crossed', 'hence', 'the', 'clydesdale']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['you', 'dumbass', 'redneck']","[0, 0, 1]",offensive
"['jewish', 'altruism', 'tax', 'deductible', 'action', 'furthering', 'jewish', 'hegemony', 'done', 'in', 'bad', 'faith', 'support', 'of', 'the', 'adl', 'splc', 'aipac', 'ect', 'is', 'tantamount', 'to', 'treason', 'left', 'on', 'checked', 'jews', 'will', 'always', 'destroy', 'their', 'hosts', 'given', 'time', 'jews', 'act', 'this', 'way', 'b', 'c', 'they', 'are', 'jews', 'its', 'their', 'nature', 'have', 'a', 'white', 'christmas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['the', 'god', 'damned', 'jews', 'really', 'think', 'that', 'they', 'are', 'the', 'arbiters', 'of', 'everything', 'that', 'they', 'rightfully', 'decide', 'what', 'moral', 'or', 'immoral', 'what', 'permissible', 'or', 'taboo']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'where', 'as', 'her', 'bud', 'adolf', 'would', 'have', 'let', 'his', 'nazi', 'nationalist', 'make', 'her', 'into', 'a', 'lampshade']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",offensive
"['white', 'south', 'africans', 'are', 'the', 'real', 'refugees', 'we', 'need', 'to', 'be', 'saving', 'let', 'the', 'arabs', 'and', 'africans', 'save', 'their', 'own', 'people', 'for', 'a', 'change', 'oh', 'wait', 'that', 'who', 'the', 'supposed', 'refugees', 'are', 'running', 'from', 'burnitall', 'nomorerefugees', 'shootthendeport']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['<user>', 'haha', 'he', 'thinks', 'i', '’', 'm', 'retarded', 'asif', 'id', 'buy', 'from', 'some', 'awful', 'random']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['so', 'according', 'to', 'sky', 'news', 'any', 'italian', 'political', 'party', 'who', 'is', 'staunchly', 'anti', 'immigration', 'anti', 'eu', 'are', 'neo', 'fascists', 'these', 'leftie', 'multicul', 'moslem', 'loving', 'lunatics', 'need', 'culling', 'or', 'locking', 'up', 'in', 'a', 'straight', 'jackets', 'in', 'reality', 'they', 'are', 'the', 'fascists']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<number>', 'shades', 'of', 'gray', 'moslem', 'style', '<number>', 'nuances', 'de', 'gris', 'dans', 'le', 'style', 'musulman', 'biggaykoranburning', 'steve']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['assignation', 'ass', 'ig', 'nation', 'my', 'sides', 'yeah', 'niggers', 'in', 'power', 'is', 'a', 'dangerous', 'game', 'of', 'nigger', 'roulette', '<user>', 'we', 'there', 'yet', 'faggot']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",hatespeech
"['curanis', 'are', 'nigger', 'jews']","[0, 0, 1, 1]",hatespeech
"['hoe', 'from', '<number>', 'she', 'mysterious']","[1, 0, 0, 0, 0]",offensive
"['jennifer', 'rubin', 'email', 'is', '<email>', 'ask', 'her', 'why', 'israel', 'does', 'not', 'take', 'in', 'muslim', 'refugees', 'ask', 'her', 'about', 'the', 'palestinian', 'refugees', 'israel', 'is', 'creating']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['and', 'added', 'things', 'to', 'eill', 'of', 'grandpatents', 'william', 'scott', 'and', 'princess', 'lucy', 'johns', 'taku', 'river', 'tlingit', 'thunderbird', 'from', 'atlin', 'and', 'was', 'in', 'wiliams', 'lake', 'they', 'took', 'witness', 'protection', 'plan', 'and', 'dave', 'added', 'if', 'i', 'were', 'a', 'sex', 'offender', 'the', 'property', 'eould', 'go', 'to', 'kids', 'he', 'raped', 'and', 'inplanted', 'my', 'aunt']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['another', 'day', 'on', 'gab', 'another', 'boomer', 'faggot', '<number>', 'd', '<user>', '<number>', '<number>']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['<user>', 'uk', 'is', 'an', 'islamic', 'state', 'are', 'brits', 'going', 'to', 'take', 'their', 'country', 'back']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'look', 'at', 'all', 'these', 'retards', 'attacking', 'a', 'congresswoman', 'who', 'doesnt', 'represent', 'their', 'district', 'what', 'sad', 'losers']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'well', 'the', 'issue', 'probably', 'was', 'that', 'they', 'went', 'out', 'of', 'their', 'lane', 'beyond', 'the', 'porch', 'monkey', 'roll', 'they', 'serve', 'for', 'the', 'islamophobia', 'industry', 'they', 'probably', 'went', 'a', 'bit', 'too', 'far', 'with', 'criticizing', 'other', 'faiths', 'where', 'it', 'not', 'open', 'season', 'yet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'you', 'are', 'right', 'it', 'does', 'not', 'have', 'to', 'todd', 'phillips', 'can', 'make', 'the', 'hangover', '<number>', 'and', 'have', 'a', 'white', 'guy', 'do', 'a', 'ching', 'chong', 'wing', 'wong', 'impersonation', 'if', 'he', 'wants', 'and', 'we', 'all', 'have', 'the', 'right', 'to', 'say', 'it', 'fuckin', 'sucks', 'what', 'a', 'world']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'jews', 'want', 'to', 'use', 'the', 'muslims', 'as', 'an', 'army', 'to', 'wipeout', 'us', 'and', 'then', 'they', 'will', 'wipe', 'out', 'most', 'of', 'the', 'muslims']","[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",hatespeech
"['<user>', 'even', 'their', 'fellow', 'asians', 'hate', 'them', '😂', '😂', '😂', '😂', '😂', '😂']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",offensive
"['birds', 'of', 'prey', 'listening', 'to', 'margot', 'robbie', 'talk', 'like', 'a', 'retarded', 'white', 'girl', 'who', 'thinks', 'she', 'can', 'drop', 'the', 'n', 'word', 'any', 'time', 'she', 'wants', 'for', '<number>', 'hours', 'hard', 'pass']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['watch', 'muslim', 'twitter', 'say', 'shit', 'like', 'voice', 'notes', 'are', 'haram', 'if', 'ur', 'a', 'woman']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', '<user>', '<user>', '<user>', 'congrats', 'to', 'blues', 'i', 'can', 'appreciate', 'their', 'fans', 'not', 'complete', 'faggots', 'like', 'calgary']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['cuh', 'cuh', 'cuh', 'communism', 'nah', 'pass', 'this', 'nigger', 'worked', 'too', 'hard', 'for', 'handouts', 'i', 'prefer', 'the', 'uncertainty', 'the', 'risk', 'the', 'gasp', 'entropy', 'of', 'capitalistic', 'competition']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'he', '’', 'a', 'retard']","[0, 0, 0, 0, 1]",offensive
"['i', 'do', 'not', 'know', 'how', 'to', 'leave', 'eastern', 'canada', 'im', 'sick', 'of', 'the', 'muslimes', 'here']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['good', 'percentage', 'of', 'em', 'are', 'greasy', 'pakis', 'on', 'dole', 'now', 'so', 'no', 'stress', 'and', 'income', 'for', 'life']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['east', 'asians', 'do', 'not', 'recognize', 'nigroids', 'as', 'fully', 'human', 'wont', 'say', 'it', 'in', 'public', 'they', 'get', 'pissed', 'off', 'when', 'ppl', 'marry', 'other', 'even', 'east', 'asians', 'muddling', 'south', 'asians', 'are', 'niggers', 'of', 'asia', 'with', 'their', 'flat', 'noses', 'and', 'low', 'iq', 'the', 'genomes', 'inherently', 'recognize', 'quality']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['perhaps', 'the', 'men', 'in', 'question', 'prefer', 'women', 'who', 'do', 'not', 'dress', 'like', 'streetwalkers']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",offensive
"['<user>', '<user>', 'saleh', 'act', 'was', 'his', 'islamic', 'duty', 'implementation', 'of', 'a', 'moslim', 'man', 'duty', 'and', 'emphasizing', 'the', 'idea', 'that', 'islam', 'is', 'religion', 'of', 'peace', 'the', 'duty', 'of', 'showing', 'compassion', 'speading', 'love', 'and', 'sweetness', 'hince', 'it', 'was', 'eid', 'celebration']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['did', 'not', 'the', 'bundswehr', 'have', 'some', 'unit', 'that', 'got', 'caught', 'doing', 'some', 'kind', 'of', 'nazi', 'ritual', 'i', 'guess', 'that', 'why', 'the', 'globalists', 'want', 'to', 'push', 'trannies', 'fags', 'blacks', 'and', 'dykes', 'in', 'lest', 'the', 'soldiers', 'realize', 'what', 'they', 'are', 'fighting', 'for', 'is', 'fraudulent', '<user>', '\u200d']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['in', '<number>', 'there', 'was', '<number>', 'million', 'white', 'christian', 'south', 'africans', 'now', 'kike', 'are', 'gruesomly', 'genociding', 'those', '<number>', 'million', 'peacefull', 'european', 'white', 'minority', 'today', '<number>', 'million', 'left', 'and', 'still', 'going', 'strong', 'alt', 'right', 'white', 'brothers', 'and', 'sisters']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['they', 'are', 'probably', 'all', 'homos', 'anytime', 'a', 'guy', 'acts', 'all', 'tough', 'overcompensating', 'comes', 'to', 'mind', 'plus', 'their', 'behavior', 'puts', 'them', 'in', 'a', 'locked', 'facility', 'surrounded', 'by', 'all', 'males', 'buncha', 'queers', 'whose', 'parents', 'failed', 'to', 'beat', 'the', 'living', 'crap', 'out', 'of', 'em', 'when', 'they', 'were', 'kids', 'overly', 'permissive', 'absent', 'parents']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'ashkenazi', 'jewish', 'folks', 'are', 'literally', 'yt']","[0, 0, 0, 0, 0, 0, 0]",normal
"['nice', 'i', 'like', 'where', 'ur', 'head', 'is', 'kike', 'rinds']","[0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['hoes', 'that', 'eat', 'loudly', 'will', 'be', 'yeeted', 'loudly']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'i', 'guarantee', 'that', 'feminazi', 'will', 'change', 'her', 'mind', 'if', 'a', 'libtard', 'tells', 'her', 'that', 'the', 'infant', 'can', 'raised', 'to', 'be', 'gay', 'or', 'transgender']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",hatespeech
"['keep', 'lettin', 'them', 'white', 'chewbacca', 'feminist', 'hoes', 'buck', 'yall', 'up']","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",offensive
"['or', 'someone', 'suffering', 'from', 'a', 'serious', 'illness', 'he', 'needs', 'support', 'and', 'intervention', 'but', 'that', 'can', 'not', 'be', 'done', 'via', 'cyberspace', 'poor', 'soul', 'he', 'turning', 'off', 'all', 'the', 'women', 'of', 'gabfam', 'too', 'what', 'a', 'mess']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['seems', 'like', 'the', 'only', 'purpose', 'to', 'christianity', 'anymore', 'is', 'to', 'ensure', 'the', 'annihilation', 'of', 'the', 'white', 'race', 'via', 'the', 'suicidal', 'worship', 'of', 'jews', 'maga', 'altright']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",offensive
"['also', 'i', 'am', 'very', 'much', 'like', 'the', 'homosexual', 'friend', 'this', 'is', 'pretty', 'much', 'how', 'my', 'old', 'friends', 'used', 'to', 'see', 'me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['man', 'man', 'man', 'you', 'should', 'hate', 'yourself']","[0, 0, 0, 0, 0, 1, 0]",offensive
"['<user>', 'i', 'am', 'gay', 'for', 'jennie']","[0, 0, 0, 0, 0, 0]",normal
"['you', 'first', 'kike', 'commie']","[0, 0, 1, 0]",hatespeech
"['in', 'the', 'antebellum', 'u.s.', 'a', 'white', 'person', 'just', 'sold', 'a', 'black', 'person', 'grandchild']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['let', 'the', 'snow', 'flakes', 'cry', 'bitch', 'and', 'scream', 'it', 'judgement', 'day', 'and', 'time', 'normalize', 'islamaphobia', 'as', 'a', 'healthy', 'condition', 'piss', 'on', 'political', 'correctness', 'and', 'then', 'deport', 'every', 'single', 'last', 'sand', 'nigger', 'savage']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",hatespeech
"['i', 'have', 'found', 'another', 'degenerate', 'who', 'is', 'pushing', 'smut', 'on', 'gab', 'not', 'a', 'joke', 'he', 'is', 'actually', 'promoting', 'smut', 'and', 'porn', '<user>', 'is', 'a', 'degenerate', 'diversity', 'kike', 'hiding', 'behind', 'patriotism', 'i', 'am', 'not', 'so', 'easily', 'fooled']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['naw', 'i', 'd', 'rather', 'shoot', 'you', 'in', 'the', 'open', 'nazi', 'fag', 'howdidyousayyouwouldstopmefaggot', 'lol', 'maga', 'presidenttrump', '<user>', '\u200d', 'aka', 'greatautist']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'do', 'not', 'care', 'if', 'it', 'one', 'if', 'a', 'guy', 'robs', 'a', 'bank', 'do', 'his', 'kids', 'get', 'to', 'keep', 'the', 'money', 'of', 'course', 'not', 'crime', 'should', 'not', 'pay', 'ever', 'there', 'are', 'legal', 'immigrants', 'waiting', 'in', 'line', 'go', 'to', 'the', 'back', 'like', 'a', 'decent', 'person', 'does']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'just', 'read', 'an', 'instagram', 'caption', 'that', 'said', 'nothing', 'like', 'a', 'monday', 'morning', 'send', 'with', 'the', 'squad', 'i', 'fucking', 'hate', 'white', 'people']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['there', 'is', 'no', 'such', 'thing', 'as', 'transgenders', 'god', 'created', 'man', 'and', 'from', 'man', 'woman', 'to', 'serve', 'him', 'and', 'homos', 'are', 'just', 'mentally', 'ill', 'they', 'dont', 'even', 'know', 'what', 'gender', 'they', 'are', 'you', 'cant', 'get', 'more', 'retarded', 'than', 'that']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['nope', 'the', 'poorest', 'white', 'areas', 'have', 'less', 'violent', 'crime', 'than', 'the', 'richest', 'black', 'areas', 'blacks', 'are', 'violent', 'of', 'lower', 'iqs', 'than', 'whites', 'and', 'asians', 'and', 'can', 'run', 'pretty', 'well', 'those', 'were', 'the', 'traits', 'that', 'suited', 'their', 'evolutionary', 'environment', 'plenty', 'of', 'data', 'out', 'there', 'i', 'd', 'start', 'with', 'the', 'color', 'of', 'crime']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
